Lipid_species,Mean_mz,ppm_of_mz,Number_of_hits,Mean_score,STD_Score,Mean_of_retention_time,STD_of_retention_time,Area
PG +Li 17:0/21:5,803.54185764118,0,1,11.4023755096845,0,4.9861,0,35709904.7992242
